sku,product type,price,availability,number of products sold,revenue generated,customer demographics,stock levels,order date,lead times,order quantities,shipping date,shipping times,shipping carriers,shipping costs,supplier name,location,lead time,production volumes,manufacturing lead time,manufacturing costs,inspection results,defect rates,transportation modes,routes,costs
SKU489,haircare,80.25258258,19,695,55775.54489,Male,104,04-03-2020,13,11,05-04-2020,5,Carrier A,5.138309451,Supplier 2,Delhi,27,912,7,31.58692598,Fail,4.579797913,Sea,Route B,320.9760376
SKU490,skincare,81.05233544,17,516,41823.00509,Unknown,10,14-11-2020,9,69,04-12-2020,9,Carrier C,9.630733911,Supplier 1,Mumbai,11,246,12,6.585883127,Pass,0.143026988,Sea,Route C,168.2216012
SKU491,skincare,87.40874342,72,863,75433.74557,Unknown,30,11-04-2018,16,46,19-04-2018,2,Carrier C,2.607214686,Supplier 3,Chennai,6,171,4,71.87624638,Fail,2.672638165,Sea,Route B,847.8327621
SKU492,haircare,36.02454089,6,25,900.6135223,Male,84,20-06-2016,6,50,21-07-2016,6,Carrier B,4.909231038,Supplier 2,Chennai,25,819,26,69.59672381,Pass,3.128621199,Rail,Route A,531.4266819
SKU493,haircare,47.52165612,60,223,10597.32931,Unknown,15,15-09-2018,19,56,05-10-2018,1,Carrier B,9.703857863,Supplier 2,Delhi,19,551,24,64.44359968,Pending,2.269643652,Rail,Route A,517.0419343
SKU494,skincare,54.5480306,80,889,48493.1992,Non-binary,15,29-09-2017,7,47,25-10-2017,7,Carrier A,5.334944375,Supplier 3,Delhi,19,400,8,69.95236475,Fail,1.842062872,Road,Route B,101.4022686
SKU495,skincare,47.8140909,100,196,9371.561817,Unknown,50,12-07-2017,12,92,04-08-2017,3,Carrier A,4.498380737,Supplier 4,Chennai,20,735,17,89.03249333,Fail,3.955680256,Road,Route C,452.2637662
SKU496,skincare,13.56297753,100,737,9995.914437,Female,61,08-10-2016,28,35,04-11-2016,2,Carrier A,9.611759027,Supplier 3,Mumbai,25,505,27,30.62749872,Pending,4.755856414,Road,Route B,492.2342875
SKU497,cosmetics,53.55642313,38,918,49164.79643,Female,10,15-04-2019,17,70,27-04-2019,6,Carrier C,7.454013072,Supplier 2,Delhi,6,882,21,22.16897312,Fail,3.218260607,Rail,Route A,557.6842607
SKU498,cosmetics,13.1966794,86,636,8393.088097,Female,26,15-08-2017,21,77,16-09-2017,10,Carrier A,5.8283211,Supplier 2,Delhi,22,318,18,49.31100377,Fail,4.325979729,Rail,Route B,529.5172106
SKU499,cosmetics,2.86896864,95,982,2817.327205,Unknown,81,29-09-2017,26,73,21-10-2017,9,Carrier B,7.514563344,Supplier 2,Delhi,13,947,16,66.32995806,Pass,1.438293356,Rail,Route B,930.0736526
SKU500,cosmetics,65.7680766,77,140,9207.530724,Female,7,14-08-2019,12,18,05-09-2019,7,Carrier C,3.699271788,Supplier 4,Mumbai,15,793,9,12.35565188,Pending,2.799494004,Sea,Route B,495.0779104
SKU501,cosmetics,62.53414378,92,908,56781.00255,Male,105,04-10-2016,23,84,16-10-2016,7,Carrier B,7.943785216,Supplier 4,Delhi,5,224,29,39.44913131,Pending,0.601356783,Rail,Route B,898.5834449
SKU502,skincare,21.81689812,16,232,5061.520363,Unknown,24,16-08-2020,16,21,25-08-2020,6,Carrier B,1.431201954,Supplier 1,Mumbai,3,595,21,72.49464563,Pass,2.138218671,Rail,Route A,260.6480062
SKU503,cosmetics,3.212302774,98,985,3164.118233,Unknown,79,25-05-2016,25,69,14-06-2016,9,Carrier B,7.060138881,Supplier 2,Delhi,11,896,17,65.74619448,Pass,1.371192615,Rail,Route B,852.3193402
SKU504,haircare,106.0502801,14,357,37859.95001,Male,63,18-09-2017,18,52,20-10-2017,4,Carrier B,5.87394768,Supplier 2,Bangalore,28,135,3,17.30252361,Pass,2.168711493,Rail,Route A,582.6594196
SKU505,skincare,7.546371228,78,287,2165.808542,Female,10,08-09-2017,4,73,14-09-2017,1,Carrier B,3.878428576,Supplier 1,Bangalore,5,357,21,76.16213868,Pass,1.10728763,Air,Route A,910.5029683
SKU506,haircare,28.26490123,16,625,17665.56327,Non-binary,40,23-03-2016,24,65,20-04-2016,3,Carrier B,4.62916968,Supplier 1,Kolkata,25,453,26,31.79113412,Pass,2.512317438,Road,Route B,789.165359
SKU507,skincare,52.03081751,27,160,8324.930801,Male,0,12-03-2017,17,41,08-04-2017,4,Carrier B,2.446598338,Supplier 3,Chennai,23,500,9,55.06006811,Pending,3.250601352,Rail,Route C,640.3175045
SKU508,cosmetics,4.171807444,34,395,1647.863941,Unknown,76,02-03-2017,4,32,21-03-2017,7,Carrier A,2.84541068,Supplier 5,Kolkata,12,566,27,94.49411049,Pending,1.29153211,Rail,Route A,213.7791558
SKU509,skincare,20.20495651,27,177,3576.277303,Female,77,28-05-2017,29,38,28-06-2017,3,Carrier A,5.65557212,Supplier 2,Kolkata,28,818,9,9.77610141,Fail,1.373824244,Air,Route B,710.0387467
SKU510,skincare,17.50382278,4,240,4200.917468,Male,70,09-11-2017,10,50,11-12-2017,9,Carrier A,9.968217631,Supplier 5,Bangalore,23,166,9,93.67264542,Pending,1.782465648,Road,Route B,596.5503687
SKU511,haircare,32.68305845,15,613,20034.71483,Non-binary,34,31-01-2017,20,63,27-02-2017,3,Carrier B,4.015604066,Supplier 1,Kolkata,24,457,28,32.42039585,Pass,2.277870597,Road,Route B,868.1500128
SKU512,cosmetics,70.42490662,60,610,42959.19304,Non-binary,0,19-06-2019,16,96,30-06-2019,9,Carrier C,4.383659373,Supplier 5,Chennai,2,297,23,24.90045506,Fail,3.333424172,Sea,Route A,362.9878555
SKU513,haircare,81.35305908,26,71,5776.067194,Male,1,04-07-2016,5,51,08-08-2016,10,Carrier A,6.709865318,Supplier 3,Chennai,25,532,14,26.95740033,Fail,3.406808068,Sea,Route B,812.6225899
SKU514,cosmetics,62.09774952,83,145,9004.173681,Female,11,28-04-2018,9,19,20-05-2018,7,Carrier C,3.150273472,Supplier 4,Mumbai,15,814,6,11.58734331,Pending,2.674600373,Sea,Route B,522.0070013
SKU515,cosmetics,81.91339837,84,32,2621.228748,Female,15,24-03-2019,16,68,29-03-2019,2,Carrier C,8.416699954,Supplier 5,Chennai,3,254,1,63.2841338,Fail,1.300001468,Road,Route B,873.0155009
SKU516,cosmetics,50.34854775,35,921,46371.01248,Female,4,04-01-2016,17,75,15-01-2016,6,Carrier C,6.927802674,Supplier 2,Delhi,5,833,15,21.97361224,Fail,2.692028611,Rail,Route A,570.5344797
SKU517,cosmetics,85.39428773,14,100,8539.428773,Unknown,105,10-11-2019,24,12,13-12-2019,6,Carrier C,2.354167576,Supplier 5,Delhi,27,147,30,12.93422651,Pass,3.020948294,Rail,Route A,350.5496131
SKU518,skincare,56.92493426,76,893,50833.96629,Non-binary,9,04-01-2017,4,44,31-01-2017,7,Carrier A,4.758870091,Supplier 3,Delhi,20,438,7,65.24658827,Fail,1.843980434,Road,Route B,103.6102634
SKU519,haircare,27.19371299,54,875,23794.49887,Unknown,80,11-11-2020,2,67,13-12-2020,10,Carrier A,9.948284859,Supplier 4,Kolkata,22,787,28,47.84105036,Fail,2.449234565,Rail,Route C,198.3981813
SKU520,cosmetics,76.30894188,21,94,7173.040537,Unknown,100,21-10-2016,26,4,25-11-2016,6,Carrier C,2.465957906,Supplier 5,Delhi,29,182,31,14.8297771,Pass,2.803574133,Rail,Route A,341.6527119
SKU521,cosmetics,45.43588782,47,282,12812.92037,Male,94,07-12-2016,25,14,21-12-2016,8,Carrier B,4.639708691,Supplier 2,Mumbai,6,715,26,62.52536307,Pass,0.321734683,Rail,Route B,250.6575996
SKU522,skincare,65.00758875,68,92,5980.698165,Non-binary,28,30-10-2020,14,55,27-11-2020,6,Carrier C,1.744593096,Supplier 5,Kolkata,22,939,21,35.90419687,Fail,4.360258136,Rail,Route A,253.2536871
SKU523,haircare,24.518355,62,150,3677.75325,Male,102,16-12-2017,4,50,06-01-2018,1,Carrier A,5.107371651,Supplier 5,Bangalore,20,640,31,14.6734572,Pending,1.903977108,Road,Route A,735.9173998
SKU524,skincare,58.65687703,81,891,52263.27743,Non-binary,18,20-01-2020,4,41,14-02-2020,7,Carrier A,4.66273202,Supplier 3,Delhi,18,376,6,59.7237545,Fail,1.589099892,Road,Route B,103.1127316
SKU525,cosmetics,45.32649871,42,278,12600.76664,Male,92,03-03-2020,25,5,16-03-2020,8,Carrier B,4.118383463,Supplier 2,Mumbai,5,637,28,59.6471319,Pass,0.347515778,Rail,Route B,216.7255241
SKU526,skincare,22.45352624,89,102,2290.259677,Non-binary,25,05-02-2019,23,82,06-03-2019,5,Carrier C,1.637857429,Supplier 1,Mumbai,24,824,29,13.64879338,Pass,1.259356151,Air,Route B,814.597724
SKU527,cosmetics,54.43958897,34,926,50411.05938,Female,7,18-05-2017,20,71,02-06-2017,6,Carrier C,7.228661382,Supplier 2,Delhi,9,802,21,20.65332631,Fail,3.092166055,Rail,Route A,607.5808526
SKU528,cosmetics,85.28237279,42,383,32663.14878,Male,21,27-08-2018,24,71,15-09-2018,5,Carrier B,1.619246494,Supplier 4,Chennai,14,469,1,45.34424729,Fail,4.860804009,Road,Route A,948.8673291
SKU529,haircare,11.98279744,33,6,71.89678462,Unknown,0,09-04-2020,10,91,23-04-2020,2,Carrier B,7.673060917,Supplier 1,Mumbai,12,969,30,30.86858921,Pending,4.625965197,Air,Route C,139.1094547
SKU530,skincare,15.89385368,16,380,6039.664399,Female,34,15-11-2016,27,76,23-12-2016,8,Carrier C,4.655008393,Supplier 4,Mumbai,30,890,24,92.47532379,Fail,2.616773486,Rail,Route A,420.9692949
SKU531,cosmetics,74.61550193,84,117,8730.013725,Female,47,29-12-2019,15,88,15-01-2020,9,Carrier C,3.677657636,Supplier 1,Chennai,8,422,16,47.97530378,Fail,0.09809112,Air,Route C,606.2743857
SKU532,haircare,71.7267965,26,238,17070.97757,Male,31,28-08-2020,1,21,01-10-2020,10,Carrier A,6.677273432,Supplier 2,Bangalore,24,971,27,70.41450267,Pending,2.247622915,Rail,Route A,942.213397
SKU533,cosmetics,67.92534319,73,160,10868.05491,Female,11,18-03-2017,8,16,09-04-2017,7,Carrier C,3.172571674,Supplier 4,Mumbai,15,755,8,11.15900221,Pending,2.854341094,Sea,Route B,459.3992667
SKU534,cosmetics,91.49737767,7,142,12992.62763,Unknown,87,26-09-2017,1,26,29-10-2017,8,Carrier B,10.07744117,Supplier 1,Kolkata,25,375,11,51.2406128,Pending,1.800869122,Rail,Route B,566.5855311
SKU535,skincare,55.33060948,32,169,9350.873002,Male,13,15-10-2017,17,42,11-11-2017,4,Carrier B,2.762669325,Supplier 3,Chennai,23,487,7,58.41225477,Pending,2.739857449,Rail,Route C,617.214189
SKU536,cosmetics,46.3258003,41,277,12832.24668,Male,90,09-03-2019,27,5,19-03-2019,8,Carrier B,4.513437866,Supplier 2,Mumbai,2,674,27,60.73961589,Pass,0.346565273,Rail,Route B,219.9703143
SKU537,haircare,38.76676153,24,160,6202.681844,Non-binary,0,06-06-2016,8,62,16-06-2016,8,Carrier B,1.096037978,Supplier 2,Bangalore,2,395,18,99.53934607,Fail,1.890779568,Rail,Route A,327.877965
SKU538,skincare,13.68849171,55,313,4284.497906,Non-binary,69,10-02-2016,16,97,25-02-2016,7,Carrier B,7.531890714,Supplier 3,Bangalore,8,556,5,89.15161665,Pass,1.133823869,Rail,Route B,1025.542837
SKU539,haircare,48.93666749,66,236,11549.05353,Unknown,15,01-04-2020,19,55,21-04-2020,1,Carrier B,9.196448205,Supplier 2,Delhi,19,572,24,65.96399581,Pending,2.675271859,Rail,Route A,509.3450914
SKU540,cosmetics,98.15171304,44,351,34451.25128,Unknown,51,28-11-2019,7,63,02-01-2020,8,Carrier C,6.709846624,Supplier 5,Mumbai,27,280,5,11.3638223,Fail,3.063262891,Sea,Route B,806.5898381
SKU541,cosmetics,42.73538409,59,418,17863.39055,Female,95,23-05-2016,19,16,15-06-2016,1,Carrier B,2.273731166,Supplier 4,Bangalore,22,565,2,90.60532372,Fail,0.406006988,Road,Route C,773.6857894
SKU542,skincare,21.6533104,16,215,4655.461735,Unknown,27,19-08-2016,14,18,30-08-2016,6,Carrier B,1.321771605,Supplier 1,Mumbai,5,614,16,80.11637614,Pass,2.08467459,Rail,Route A,289.5669757
SKU543,haircare,35.18032169,20,626,22022.88138,Unknown,18,12-05-2019,10,44,05-06-2019,8,Carrier C,4.592638255,Supplier 2,Kolkata,16,325,15,29.43530635,Pending,2.344307631,Sea,Route A,611.0006572
SKU544,haircare,12.16859704,5,590,7179.472252,Unknown,33,11-07-2018,30,82,21-07-2018,9,Carrier B,3.727241786,Supplier 5,Mumbai,1,249,22,27.88149068,Pending,0.396320471,Air,Route A,753.9745221
SKU545,cosmetics,14.90747414,92,643,9585.505874,Female,21,14-12-2018,23,84,13-01-2019,10,Carrier A,6.674766356,Supplier 2,Delhi,20,336,23,48.31357361,Fail,4.735901837,Rail,Route B,516.5889735
SKU546,haircare,8.062243781,14,322,2596.042498,Male,64,20-09-2019,26,39,24-10-2019,7,Carrier B,9.733782204,Supplier 4,Kolkata,27,757,31,48.91735903,Pending,1.031004711,Road,Route C,838.8497232
SKU547,skincare,12.49856211,59,247,3087.144841,Non-binary,55,29-06-2016,21,12,19-07-2016,4,Carrier A,2.672862722,Supplier 3,Bangalore,16,687,10,20.26658233,Pending,3.666449579,Sea,Route A,752.7318964
SKU548,haircare,7.342637473,15,335,2459.783554,Male,61,07-03-2020,28,40,08-04-2020,7,Carrier B,9.731870476,Supplier 4,Kolkata,25,785,29,50.42365637,Pending,1.000270665,Road,Route C,965.8534696
SKU549,skincare,17.37418791,30,171,2970.986133,Female,83,02-09-2018,27,37,04-10-2018,3,Carrier A,5.856313941,Supplier 2,Kolkata,29,783,5,9.080859656,Fail,1.586311027,Air,Route B,603.922411
SKU550,haircare,1.719041477,91,153,263.0133459,Non-binary,98,19-02-2018,28,70,05-03-2018,3,Carrier B,4.728649323,Supplier 4,Bangalore,11,122,16,51.49569462,Fail,2.681645477,Road,Route A,248.5614969
SKU551,haircare,7.558912448,5,329,2486.882195,Male,58,25-06-2019,25,34,28-07-2019,7,Carrier B,9.459898983,Supplier 4,Kolkata,26,837,30,51.76858029,Pending,0.955825888,Road,Route C,906.8254462
SKU552,skincare,36.84826216,92,595,21924.71599,Unknown,0,12-12-2016,24,18,24-12-2016,7,Carrier A,1.02937675,Supplier 1,Chennai,5,418,8,9.825249252,Pass,0.643513277,Road,Route B,526.762146
SKU553,haircare,103.8085269,13,351,36436.79293,Male,67,08-04-2017,15,46,07-05-2017,4,Carrier B,6.90359403,Supplier 2,Bangalore,25,209,5,15.54172581,Pass,2.182128952,Rail,Route A,632.1684783
SKU554,haircare,4.422375696,32,209,924.2765204,Male,0,07-01-2020,25,1,13-02-2020,8,Carrier C,10.49800057,Supplier 2,Bangalore,29,416,6,43.68359659,Pending,3.643833369,Air,Route A,786.8091938
SKU555,haircare,83.94574102,70,665,55823.91778,Unknown,24,02-08-2020,15,22,29-08-2020,9,Carrier B,8.679781169,Supplier 4,Mumbai,18,461,27,54.41585816,Pending,1.12529221,Air,Route A,717.8737012
SKU556,haircare,75.6113442,6,776,58674.4031,Unknown,39,24-12-2020,7,8,31-12-2020,5,Carrier B,4.382587616,Supplier 3,Delhi,27,705,1,19.45163571,Pending,2.491327402,Rail,Route B,286.4175361
SKU557,cosmetics,2.309318224,11,393,907.5620622,Female,41,16-11-2017,15,25,03-12-2017,4,Carrier B,10.0988146,Supplier 1,Mumbai,13,125,9,61.36783292,Fail,0.873444949,Air,Route A,116.2852565
SKU558,haircare,39.75677692,71,147,5844.246208,Male,87,22-04-2017,12,54,13-05-2017,3,Carrier C,2.288123408,Supplier 4,Kolkata,18,905,25,81.11540176,Pending,3.565136313,Road,Route B,481.2150155
SKU559,haircare,85.61087312,27,70,5992.761118,Male,8,03-06-2019,5,54,11-07-2019,10,Carrier A,6.323045708,Supplier 3,Chennai,28,476,16,29.84952144,Fail,3.504009591,Sea,Route B,890.0182024
SKU560,skincare,100.1991417,94,902,90379.62577,Male,11,21-04-2019,17,50,11-05-2019,9,Carrier B,8.216784449,Supplier 1,Kolkata,11,923,22,18.99025204,Pending,0.352055287,Rail,Route A,554.3179066
SKU561,skincare,7.03013521,75,287,2017.648805,Female,12,02-05-2016,5,73,05-05-2016,1,Carrier B,3.855469118,Supplier 1,Bangalore,2,435,20,74.70318768,Pass,1.087182722,Air,Route A,909.2305163
SKU562,cosmetics,81.03143648,14,444,35977.9578,Female,52,17-05-2017,29,80,26-05-2017,8,Carrier C,5.725243409,Supplier 1,Delhi,1,410,1,53.32610585,Pass,0.524114729,Sea,Route C,595.434576
SKU563,skincare,90.46615043,28,112,10132.20885,Non-binary,22,11-03-2018,22,56,13-04-2018,10,Carrier C,2.627508072,Supplier 1,Chennai,23,767,9,45.71953807,Pass,1.946173368,Air,Route C,805.3463373
SKU564,haircare,3.306772788,61,894,2956.254873,Female,40,09-09-2018,4,4,15-09-2018,5,Carrier A,4.980569799,Supplier 4,Delhi,1,939,12,86.03388625,Fail,0.364308694,Rail,Route A,321.359661
SKU565,cosmetics,63.19811378,29,489,30903.87764,Non-binary,100,22-12-2017,15,24,10-01-2018,7,Carrier B,7.57294993,Supplier 1,Kolkata,12,217,2,1.890071601,Fail,0.403567589,Air,Route A,320.9256976
SKU566,skincare,60.16838321,39,989,59506.53099,Unknown,6,16-02-2016,29,84,15-03-2016,1,Carrier A,7.815840565,Supplier 2,Chennai,27,915,22,43.71237572,Pending,3.464286082,Rail,Route B,974.0637763
SKU567,haircare,6.827207675,55,937,6397.093591,Unknown,8,21-03-2020,5,52,22-04-2020,5,Carrier B,8.791352131,Supplier 5,Mumbai,27,845,21,66.58444135,Pending,4.179846686,Sea,Route C,329.2445581
SKU568,haircare,65.08710545,58,805,52395.11988,Non-binary,58,21-07-2016,5,95,25-08-2016,4,Carrier B,2.752129945,Supplier 3,Mumbai,31,233,32,43.1059594,Pending,0.207576407,Road,Route B,177.5652876
SKU569,skincare,22.81853037,87,88,2008.030672,Non-binary,25,04-11-2016,25,79,04-12-2016,5,Carrier C,1.803286227,Supplier 1,Mumbai,25,812,28,11.84189252,Pass,1.242611443,Air,Route B,837.6653197
SKU570,haircare,80.08494883,12,698,55899.29428,Male,105,09-10-2016,12,6,08-11-2016,5,Carrier A,5.120840065,Supplier 2,Delhi,25,880,8,28.40795924,Fail,4.869009329,Sea,Route B,314.6706058
SKU571,skincare,35.07577856,77,456,15994.55502,Male,62,06-10-2019,25,50,31-10-2019,8,Carrier C,6.565806579,Supplier 5,Kolkata,17,338,20,1.667659987,Fail,4.709479345,Rail,Route C,519.4122399
SKU572,skincare,27.86937789,55,713,19870.86644,Female,12,12-12-2020,17,16,31-12-2020,8,Carrier A,2.279883404,Supplier 5,Kolkata,26,869,27,40.79936839,Fail,3.120279273,Road,Route A,379.5732829
SKU573,cosmetics,73.94158337,85,33,2440.072251,Female,12,02-06-2019,20,64,09-06-2019,2,Carrier C,8.854316017,Supplier 5,Chennai,5,180,1,74.7631947,Fail,1.286657768,Road,Route B,894.9801403
SKU574,skincare,100.2501618,24,102,10225.5165,Non-binary,8,03-03-2019,22,59,06-04-2019,10,Carrier C,2.332208453,Supplier 1,Chennai,24,802,14,45.43812975,Pass,2.06640738,Air,Route C,819.2133605
SKU575,cosmetics,72.1547156,56,743,53610.95369,Male,51,15-05-2017,19,86,14-06-2017,7,Carrier A,3.721044247,Supplier 2,Mumbai,23,906,12,74.83080574,Pending,0.6761055,Sea,Route A,109.2582711
SKU576,cosmetics,2.617781415,16,386,1010.463626,Female,56,19-01-2018,14,24,07-02-2018,4,Carrier B,9.318906267,Supplier 1,Mumbai,15,211,7,56.75958372,Fail,0.869942184,Air,Route A,121.0433482
SKU577,cosmetics,82.05295947,53,732,60062.76633,Male,54,03-09-2016,16,85,03-10-2016,7,Carrier A,4.061882524,Supplier 2,Mumbai,23,919,14,74.56119693,Pending,0.707741867,Sea,Route A,109.3723726
SKU578,haircare,73.93042866,89,109,8058.416724,Unknown,71,22-08-2019,18,62,13-09-2019,1,Carrier C,6.903683358,Supplier 4,Chennai,21,863,23,37.35605302,Fail,4.440096205,Air,Route A,861.8702215
SKU579,skincare,79.02742208,16,522,41252.31433,Unknown,2,16-10-2018,7,75,04-11-2018,9,Carrier C,9.409270545,Supplier 1,Mumbai,10,189,10,7.244231891,Pass,0.143204048,Sea,Route C,179.1506833
SKU580,skincare,92.5675909,21,556,51467.58054,Non-binary,59,26-09-2019,29,80,24-10-2019,5,Carrier B,2.043297996,Supplier 1,Kolkata,23,513,12,5.497386974,Pending,0.105215103,Air,Route B,894.5643306
SKU581,skincare,49.17362002,99,183,8998.772464,Unknown,56,23-02-2016,10,92,19-03-2016,3,Carrier A,5.085832146,Supplier 4,Chennai,22,732,15,89.69916211,Fail,3.711426169,Road,Route C,434.5050085
SKU582,skincare,20.60982755,14,218,4492.942405,Unknown,24,20-09-2017,15,19,02-10-2017,6,Carrier B,1.35051926,Supplier 1,Mumbai,6,590,15,68.52595194,Pass,2.082233218,Rail,Route A,280.5576336
SKU583,cosmetics,75.2722858,75,153,11516.65973,Female,7,02-04-2019,12,20,23-04-2019,7,Carrier C,3.437946051,Supplier 4,Mumbai,14,790,7,10.37349952,Pending,2.757407309,Sea,Route B,462.5383062
SKU584,skincare,71.52662372,46,774,55361.60676,Unknown,79,21-10-2018,14,67,26-11-2018,4,Carrier C,6.311258396,Supplier 3,Kolkata,32,731,7,32.26067204,Pass,1.810583242,Road,Route A,799.9155963
SKU585,skincare,32.09215663,90,251,8055.131315,Male,94,05-05-2019,24,55,09-05-2019,3,Carrier B,1,Supplier 1,Delhi,1,618,14,78.52816331,Pending,1.494855881,Air,Route B,692.4381325
SKU586,haircare,72.2499386,11,773,55849.20254,Unknown,39,20-06-2018,7,9,25-07-2018,5,Carrier B,4.256637532,Supplier 3,Delhi,30,728,3,19.27983064,Pending,2.728906033,Rail,Route B,284.4188696
SKU587,haircare,8.647436253,13,317,2741.237292,Male,62,29-01-2019,28,38,04-03-2019,7,Carrier B,8.203984892,Supplier 4,Kolkata,27,794,33,47.51965724,Pending,0.963683697,Road,Route C,965.2545981
SKU588,skincare,56.94807814,65,518,29499.10448,Non-binary,101,24-05-2017,3,27,04-06-2017,3,Carrier B,9.641716511,Supplier 4,Kolkata,8,886,6,78.52519084,Pending,1.314092019,Air,Route A,207.741311
SKU589,haircare,45.64712957,63,218,9951.074247,Unknown,5,23-11-2017,19,48,17-12-2017,1,Carrier B,9.510488213,Supplier 2,Delhi,23,556,26,67.35259778,Pending,2.381991819,Rail,Route A,440.5655315
SKU590,cosmetics,87.28178292,56,604,52718.19688,Unknown,60,04-02-2017,27,11,02-03-2017,6,Carrier B,6.086066982,Supplier 5,Chennai,20,781,2,64.79408315,Pending,0.018115843,Air,Route C,534.4749316
SKU591,skincare,59.60086916,80,899,53581.18138,Non-binary,16,06-03-2017,5,48,31-03-2017,7,Carrier A,4.568030193,Supplier 3,Delhi,18,429,10,65.94092717,Fail,1.569792388,Road,Route B,119.3834362
SKU592,haircare,72.44708682,58,795,57595.43403,Non-binary,59,20-04-2018,5,101,23-05-2018,4,Carrier B,3.010094368,Supplier 3,Mumbai,29,222,31,45.74583723,Pending,0.236365213,Road,Route B,188.5894102
SKU593,cosmetics,6.673221966,12,640,4270.862058,Female,86,17-09-2017,1,30,26-09-2017,6,Carrier A,9.91295472,Supplier 2,Bangalore,3,233,13,32.42670213,Pending,2.052982948,Road,Route A,405.1664193
SKU594,cosmetics,75.7801812,19,98,7426.457757,Unknown,99,10-04-2016,23,4,13-05-2016,6,Carrier C,2.564554715,Supplier 5,Delhi,27,143,25,12.9256135,Pass,2.756519163,Rail,Route A,327.9736977
SKU595,haircare,29.97790729,52,891,26710.31539,Unknown,77,05-10-2016,1,61,04-11-2016,10,Carrier A,8.777516608,Supplier 4,Kolkata,20,752,28,46.99899465,Fail,2.427599304,Rail,Route C,197.9459472
SKU596,cosmetics,69.05922764,75,150,10358.88415,Female,13,24-08-2017,12,20,13-09-2017,7,Carrier C,3.645190581,Supplier 4,Mumbai,13,791,7,11.22990787,Pending,2.62217664,Sea,Route B,529.3454691
SKU597,haircare,27.41086699,61,150,4111.630048,Male,95,14-06-2019,2,47,01-07-2019,1,Carrier A,4.790041354,Supplier 5,Bangalore,16,709,28,13.83985751,Pending,1.640255924,Road,Route A,711.5308131
SKU598,haircare,75.95646165,29,26,1974.868003,Non-binary,29,16-08-2019,17,9,30-08-2019,3,Carrier C,7.027340146,Supplier 2,Mumbai,11,63,16,23.71965227,Fail,1.60708114,Rail,Route B,723.4601147
SKU599,cosmetics,85.53108681,38,362,30962.25343,Unknown,48,20-06-2016,7,67,25-07-2016,8,Carrier C,7.626200251,Supplier 5,Mumbai,27,315,6,10.0166231,Fail,2.662452365,Sea,Route B,772.146906
SKU600,cosmetics,97.14839071,37,350,34001.93675,Unknown,53,26-05-2016,7,66,29-06-2016,8,Carrier C,7.253297496,Supplier 5,Mumbai,26,292,7,10.17286922,Fail,2.755391297,Sea,Route B,836.8395989
SKU601,haircare,84.72276017,62,663,56171.18999,Unknown,24,24-04-2018,12,28,23-05-2018,9,Carrier B,8.602528774,Supplier 4,Mumbai,20,437,26,61.48324587,Pending,1.224401246,Air,Route A,855.3228217
SKU602,haircare,56.02220204,12,351,19663.79292,Unknown,105,23-06-2018,27,55,25-07-2018,4,Carrier B,7.066495794,Supplier 1,Kolkata,28,298,6,46.28055907,Pass,3.057095985,Road,Route B,862.6617654
SKU603,haircare,3.541774388,54,54,191.255817,Male,52,04-08-2017,19,1,24-08-2017,9,Carrier A,8.069999105,Supplier 4,Mumbai,11,555,11,68.78592779,Fail,3.379091525,Road,Route A,489.4206345
SKU604,haircare,48.2209298,85,36,1735.953473,Female,4,14-04-2016,14,17,11-05-2016,4,Carrier B,6.778729536,Supplier 1,Bangalore,23,743,17,12.20713271,Pass,2.008611315,Road,Route C,193.3616092
SKU605,haircare,66.08614332,46,329,21742.34115,Unknown,110,08-02-2020,32,84,17-02-2020,4,Carrier A,1.457063476,Supplier 4,Kolkata,5,544,1,35.39783026,Fail,2.236048054,Road,Route B,417.9544767
SKU606,haircare,43.01928851,68,138,5936.661814,Male,87,18-06-2019,11,48,12-07-2019,3,Carrier C,2.331677822,Supplier 4,Kolkata,21,946,21,77.82587253,Pending,3.998552499,Road,Route B,457.3895704
SKU607,cosmetics,39.63915813,62,427,16925.92052,Female,103,28-11-2017,17,10,23-12-2017,1,Carrier B,2.219310281,Supplier 4,Bangalore,24,587,2,100.3112093,Fail,0.43162104,Road,Route C,797.149081
SKU608,cosmetics,69.02005836,0,257,17738.155,Female,53,19-03-2018,4,62,10-04-2018,7,Carrier B,7.895856734,Supplier 1,Kolkata,15,366,9,41.87660037,Pass,4.002511762,Road,Route B,820.440318
SKU609,haircare,68.15894345,10,764,52073.4328,Unknown,42,02-11-2019,8,5,07-12-2019,5,Carrier B,4.033406374,Supplier 3,Delhi,30,657,4,19.95065856,Pending,2.739415056,Rail,Route B,275.3824367
SKU610,cosmetics,102.118602,14,130,13275.41826,Unknown,92,02-06-2020,2,23,03-07-2020,8,Carrier B,9.908408707,Supplier 1,Kolkata,23,342,8,42.664355,Pending,2.007839234,Rail,Route B,468.0867233
SKU611,cosmetics,44.62009623,62,432,19275.88157,Female,101,17-06-2019,19,12,10-07-2019,1,Carrier B,2.33571198,Supplier 4,Bangalore,22,579,1,94.03059007,Fail,0.399163265,Road,Route C,865.0974868
SKU612,cosmetics,59.92520699,61,617,36973.85271,Non-binary,10,27-06-2018,18,90,07-07-2018,9,Carrier C,5.00085404,Supplier 5,Chennai,1,296,24,26.05568362,Fail,3.483003592,Sea,Route A,339.0675297
